Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,NorthCarolina,NorthDakota,Nebraska,NewHampshire,NewJersey,NewMexico,Nevada,NewYork,Ohio,Oklahoma,Oregon,Pennsylvania,RhodeIsland,SouthCarolina,SouthDakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,WestVirginia,Wyoming
-1.85E+33,1.03E+17,-8.87E+30,1.26E+17,-6.34E+31,-1.12E+32,-6.34E+30,-1.27E+30,1.92E+17,1.64E+17,3.57E+16,-1.77E+31,2.34E+17,1.91E+17,1.22E+17,-5.83E+31,9.03E+16,-5.07E+30,-1.01E+31,-2.03E+31,-8.87E+30,-2.92E+31,-2.79E+31,-1.39E+31,8.64E+16,-1.23E+32,-5.96E+31,-7.73E+31,-8.11E+31,-7.61E+30,-1.27E+31,-4.18E+31,-1.27E+31,-6.59E+31,-2.79E+31,-4.06E+31,-6.59E+31,-6.47E+31,-1.27E+30,-2.54E+30,-9.00E+31,1.32E+17,-2.78E+32,2.19E+17,-5.83E+31,-7.61E+30,-3.55E+31,2.72E+17,-3.30E+31,-9.25E+31
-1.76E+33,-9.13E+31,-5.07E+30,-6.72E+31,-5.07E+30,-4.82E+31,3.48E+16,4.38578E+15,-3.17E+31,-3.55E+31,-3.04E+31,-5.07E+31,-1.34E+32,-9.51E+31,-4.56E+31,1.14E+17,-3.80E+31,1.81E+17,4.81E+16,4.97E+16,-4.56E+31,-1.00E+32,-1.06E+32,-5.45E+31,-3.04E+31,-1.39E+32,-3.80E+30,2.36E+17,1.94E+17,3.92E+16,4.29E+16,-2.28E+31,-8.62E+31,1.76E+17,-3.93E+31,1.79E+17,-5.20E+31,-3.80E+30,9.71226E+15,-3.80E+30,2.26E+17,-5.70E+31,-5.07E+30,-1.23E+32,-3.80E+30,3.65E+16,-2.66E+31,-9.89E+31,-1.39E+31,-7.35E+31
-1.86E+33,1.21E+17,-5.07E+30,1.04E+17,-1.17E+32,-3.17E+31,-1.14E+31,0,1.45E+17,1.32E+17,2.17E+16,-4.18E+31,-1.77E+31,-6.34E+30,1.54E+17,-6.97E+31,7.83E+16,-5.07E+30,-1.39E+31,-1.90E+31,-2.79E+31,3.06E+17,-7.10E+31,-2.79E+31,-6.34E+30,-5.20E+31,-1.39E+31,-1.00E+32,-1.04E+32,-1.14E+31,-1.39E+31,2.85E+17,-5.20E+31,-8.24E+31,1.71E+17,-9.51E+31,-1.06E+32,-5.45E+31,-2.54E+30,1.51E+17,-1.15E+32,1.20E+17,-2.62E+32,2.16E+17,-3.30E+31,-1.27E+31,-5.58E+31,-1.01E+31,7.57E+16,-2.03E+31
-1.89E+33,-4.18E+31,1.48E+17,-2.79E+31,4.62E+17,-9.00E+31,3.27E+16,7.63506E+15,-1.14E+32,-9.51E+31,-2.28E+31,-1.27E+30,-1.20E+32,-6.72E+31,-5.83E+31,-3.80E+30,-3.30E+31,1.52E+17,4.68E+16,-6.34E+30,-1.27E+30,-1.37E+32,-1.90E+31,2.28E+17,1.29E+17,-1.88E+32,-2.41E+31,-1.14E+31,-1.52E+31,3.34E+16,2.26E+16,-1.03E+32,2.77E+17,-8.87E+30,-5.70E+31,-1.27E+30,-1.27E+30,-2.03E+31,7.01069E+15,-2.03E+31,-1.52E+31,-4.56E+31,-2.16E+31,-1.37E+32,-1.27E+31,1.66E+16,1.69E+17,-9.76E+31,-1.90E+31,-1.12E+32
-1.86E+33,-6.34E+30,-5.32E+31,-3.80E+30,-2.16E+32,2.74E+17,-7.61E+30,-2.54E+30,-1.27E+30,1.46E+17,-1.27E+30,-6.59E+31,-5.83E+31,-3.55E+31,-2.54E+30,-4.44E+31,-1.27E+30,-5.83E+31,-2.16E+31,9.36E+16,-4.06E+31,-7.61E+30,-1.01E+32,-5.70E+31,-3.80E+30,-1.90E+31,1.96E+17,-1.10E+32,-7.73E+31,-1.39E+31,-1.39E+31,2.80E+17,-6.85E+31,-7.10E+31,1.67E+17,-7.35E+31,-1.46E+32,-1.14E+31,-1.27E+30,8.49E+16,-9.51E+31,-2.54E+30,-1.09E+32,-1.90E+31,1.67E+17,-1.39E+31,-6.85E+31,-4.06E+31,6.78E+16,2.72E+17
-1.98E+33,1.95E+17,1.19E+17,1.32E+17,-1.01E+31,-1.45E+32,1.91E+16,-1.27E+30,-7.73E+31,-5.20E+31,6.32E+16,2.17E+17,-2.41E+31,-2.54E+30,-3.93E+31,-1.01E+31,-1.52E+31,1.49E+17,5.06E+16,-5.07E+30,1.58E+17,-1.57E+32,-1.27E+30,2.45E+17,1.20E+17,-2.07E+32,-5.70E+31,-4.18E+31,-3.55E+31,4.14E+16,-5.07E+30,-1.75E+32,2.29E+17,-3.42E+31,-6.97E+31,-5.07E+30,-1.01E+31,-4.18E+31,1.52E+16,-5.07E+31,-4.31E+31,-1.14E+31,-8.75E+31,-4.69E+31,-2.79E+31,3.74E+16,-3.80E+30,-2.16E+31,-3.55E+31,-1.47E+32
-1.85E+33,-7.61E+30,-8.24E+31,-1.90E+31,-1.72E+32,2.70E+17,-1.14E+31,6.49764E+15,-1.27E+30,-8.87E+30,-2.54E+30,-8.49E+31,-8.75E+31,-4.82E+31,-1.65E+31,-1.14E+31,-1.27E+30,-9.25E+31,-1.52E+31,6.95E+16,-5.70E+31,-4.69E+31,-1.33E+32,-1.12E+32,-5.07E+31,-5.32E+31,1.47E+17,-6.08E+31,-2.41E+31,-1.90E+31,4.75E+16,3.12E+17,-1.32E+32,-1.65E+31,-3.80E+30,-1.39E+31,-1.43E+32,1.98E+17,-3.80E+30,9.08E+16,-4.94E+31,-1.01E+31,-6.34E+30,-3.30E+31,1.07E+17,-1.52E+31,-9.13E+31,-6.59E+31,5.29E+16,-1.65E+31
-2.07E+33,1.15E+17,1.25E+17,7.92E+16,-2.66E+31,-1.34E+32,-3.80E+30,-2.83898E+15,-8.87E+30,1.76E+17,4.36E+16,-5.07E+30,2.54E+17,2.47E+17,1.56E+17,-2.03E+31,1.25E+17,1.47E+17,-6.34E+30,-1.52E+31,1.33E+17,-7.23E+31,-1.01E+31,-1.27E+30,1.04E+17,-1.50E+32,-7.23E+31,-7.35E+31,-6.97E+31,-6.34E+30,-5.07E+30,-9.13E+31,-1.27E+30,-5.45E+31,-5.58E+31,-1.01E+31,-4.18E+31,-5.96E+31,-1.27E+30,-2.66E+31,-7.73E+31,1.41E+17,-2.37E+32,2.31E+17,-5.70E+31,-5.07E+30,-2.16E+31,2.15E+17,-4.31E+31,-1.25E+32
-1.91E+33,-8.24E+31,-3.17E+31,-6.59E+31,-4.69E+31,-1.27E+31,4.03E+16,1.14E+16,-2.41E+31,-5.07E+30,-1.27E+31,-7.86E+31,-1.18E+32,-8.37E+31,-2.54E+31,1.31E+17,-1.90E+31,-2.16E+31,-3.80E+30,4.64E+16,-5.70E+31,-8.87E+31,-1.39E+32,-7.73E+31,-6.34E+31,-1.04E+32,-1.27E+30,-1.01E+31,1.98E+17,-5.07E+30,6.36E+16,-8.87E+30,-1.23E+32,2.74E+17,-1.65E+31,1.89E+17,-8.87E+31,2.37E+17,1.28E+16,-3.80E+30,2.71E+17,-3.68E+31,-1.27E+30,-7.35E+31,-1.27E+30,4.97E+16,-4.94E+31,-9.00E+31,5.22E+16,-4.94E+31
-2.10E+33,1.19E+17,-6.34E+30,1.09E+17,-5.58E+31,-5.58E+31,-5.07E+30,0,-7.61E+30,1.10E+17,1.85E+16,-3.04E+31,2.32E+17,2.17E+17,1.20E+17,-5.70E+31,8.85E+16,-6.34E+30,-1.14E+31,-1.90E+31,-2.03E+31,2.98E+17,-4.94E+31,-7.61E+30,9.00E+16,-8.87E+31,-3.30E+31,-9.76E+31,-9.76E+31,-8.87E+30,-1.27E+31,-1.27E+30,-1.65E+31,-8.24E+31,-7.61E+30,-6.59E+31,-8.62E+31,-7.35E+31,-1.27E+30,1.25E+17,-1.04E+32,1.06E+17,-3.03E+32,2.50E+17,-4.82E+31,-1.01E+31,-4.82E+31,2.44E+17,-2.54E+30,-5.07E+31
-2.01E+33,-7.61E+31,1.73E+17,-5.07E+31,4.58E+17,-2.16E+31,3.64E+16,0,-9.13E+31,-7.35E+31,-3.04E+31,-2.28E+31,-1.33E+32,-9.25E+31,-5.20E+31,1.42E+17,-3.68E+31,1.78E+17,5.44E+16,4.63E+16,-2.41E+31,-1.28E+32,-6.21E+31,-2.54E+30,-5.07E+30,-1.56E+32,-1.01E+31,-1.27E+30,-5.07E+30,5.62E+16,5.49E+16,-6.85E+31,-1.27E+31,-5.07E+30,-2.54E+31,2.08E+17,-1.52E+31,-7.61E+30,6.05789E+15,-5.07E+30,-5.07E+30,-5.70E+31,-5.07E+30,-1.37E+32,-3.80E+30,3.77E+16,-8.87E+30,-9.38E+31,-1.27E+30,-1.06E+32
-2.09E+33,1.10E+17,-1.90E+31,-5.07E+30,-1.60E+32,-2.54E+30,-8.87E+30,-1.27E+30,1.50E+17,1.63E+17,2.38E+16,-4.56E+31,-3.80E+31,-8.87E+30,1.39E+17,-5.20E+31,7.55E+16,-2.41E+31,-1.52E+31,-5.07E+30,-3.42E+31,-1.27E+30,-8.62E+31,-2.03E+31,-5.07E+30,-2.41E+31,1.75E+17,-1.09E+32,-9.51E+31,-1.65E+31,-1.77E+31,2.62E+17,-2.66E+31,-8.24E+31,1.89E+17,-1.01E+32,-1.24E+32,-2.66E+31,-2.54E+30,7.16E+16,-1.24E+32,-1.27E+30,-1.72E+32,-1.27E+30,-3.80E+30,-1.27E+31,-6.97E+31,-2.16E+31,6.22E+16,2.58E+17
-2.10E+33,-1.27E+30,1.23E+17,-7.61E+30,4.12E+17,-8.11E+31,5.73E+16,0,-1.06E+32,-9.76E+31,-1.14E+31,1.95E+17,-6.97E+31,-1.77E+31,-5.07E+31,-5.07E+30,-2.92E+31,1.51E+17,6.57E+16,-2.54E+30,1.54E+17,-1.53E+32,-8.87E+30,2.11E+17,1.49E+17,-1.98E+32,-2.92E+31,-2.16E+31,-1.77E+31,4.13E+16,8.42E+16,-1.55E+32,2.28E+17,-1.52E+31,-6.72E+31,-1.27E+30,2.79E+17,-7.61E+30,4.5632E+15,-4.31E+31,-2.66E+31,-3.30E+31,-5.45E+31,-8.87E+31,-1.52E+31,4.05E+16,2.14E+17,-5.70E+31,-2.16E+31,-1.34E+32
-2.03E+33,-6.34E+30,-7.99E+31,-2.54E+30,-2.27E+32,2.91E+17,-7.61E+30,0,-2.54E+30,1.56E+17,-1.27E+30,-7.23E+31,-7.61E+31,-1.14E+31,-3.80E+30,-1.39E+31,-1.27E+30,-8.49E+31,-2.54E+31,4.18E+16,-4.56E+31,-2.28E+31,-1.17E+32,-7.73E+31,-2.92E+31,-3.55E+31,1.25E+17,-8.37E+31,-4.69E+31,-1.39E+31,4.41E+16,2.72E+17,-8.75E+31,-5.20E+31,2.73E+17,-4.69E+31,-1.61E+32,-1.27E+30,0,6.80E+16,-7.35E+31,-3.80E+30,-5.45E+31,-8.87E+30,1.13E+17,-1.65E+31,-7.10E+31,-5.20E+31,5.57E+16,-1.27E+30
-2.13E+33,1.43E+17,-3.80E+30,1.08E+17,-1.65E+31,-3.07E+32,2.68E+16,4.42449E+15,-1.27E+31,-1.14E+31,4.60E+16,-2.41E+31,-6.85E+31,-5.07E+30,-3.80E+30,-3.80E+31,-5.07E+30,1.23E+17,-2.54E+30,-6.34E+30,1.08E+17,-1.36E+32,-5.58E+31,-1.77E+31,6.95E+16,-3.66E+32,-6.85E+31,-1.47E+32,-1.01E+32,1.53E+16,6.61E+16,-1.42E+32,-3.42E+31,-4.18E+31,-6.72E+31,-3.17E+31,-5.70E+31,-3.04E+31,0,-5.07E+31,-1.52E+32,-5.07E+30,-1.53E+32,-9.38E+31,-5.58E+31,-3.80E+30,-2.79E+31,-1.90E+31,-3.55E+31,-2.99E+32
-2.03E+33,-4.06E+31,-6.21E+31,-3.93E+31,-1.00E+32,-5.07E+30,-1.27E+30,0,-1.39E+31,-7.61E+30,-8.87E+30,-9.00E+31,-1.01E+32,-6.08E+31,-1.27E+30,1.27E+17,-7.61E+30,-5.96E+31,-1.39E+31,2.36E+16,-6.08E+31,-6.21E+31,-1.47E+32,-1.14E+32,-6.08E+31,-7.86E+31,1.57E+17,-3.17E+31,-3.80E+30,-1.65E+31,4.74E+16,-8.87E+30,-1.48E+32,1.59E+17,-5.07E+30,2.52E+17,-1.12E+32,1.46E+17,3.96544E+15,1.08E+17,-2.03E+31,-2.16E+31,7.00E+17,-3.04E+31,1.37E+17,-1.01E+31,-7.86E+31,-7.35E+31,6.75E+16,-1.90E+31
-2.20E+33,1.19E+17,-6.34E+30,1.07E+17,-1.65E+31,-8.62E+31,1.87E+16,-1.27E+30,2.17E+17,1.91E+17,2.56E+16,-8.87E+30,2.56E+17,1.76E+17,8.86E+16,-3.93E+31,7.40E+16,-3.80E+30,-2.54E+30,-1.77E+31,-8.87E+30,-2.66E+31,-2.79E+31,-1.27E+30,1.10E+17,-1.20E+32,-5.96E+31,-8.11E+31,-5.45E+31,-7.61E+30,-6.34E+30,-4.06E+31,-1.27E+30,-5.45E+31,-1.39E+31,-3.17E+31,-5.07E+31,-6.47E+31,6.34409E+15,-5.07E+30,-9.00E+31,1.06E+17,-2.78E+32,2.29E+17,-5.58E+31,-7.61E+30,-3.30E+31,2.15E+17,-2.16E+31,-8.87E+31
-2.08E+33,-7.86E+31,-8.87E+30,-7.23E+31,-6.34E+30,-7.61E+30,1.41E+16,0,-3.55E+31,-3.93E+31,-3.17E+31,-4.06E+31,-1.32E+32,-9.25E+31,-4.18E+31,1.14E+17,-2.54E+31,-1.27E+30,3.20E+16,3.43E+16,-4.69E+31,-9.13E+31,-1.06E+32,-5.96E+31,-3.04E+31,-1.25E+32,-3.80E+30,2.42E+17,2.03E+17,3.51E+16,3.76E+16,-1.90E+31,-5.70E+31,1.99E+17,-3.80E+30,2.33E+17,-4.82E+31,1.66E+17,0,-3.80E+30,2.36E+17,-4.94E+31,-5.07E+30,-1.10E+32,-1.27E+30,2.96E+16,-2.66E+31,-9.76E+31,-3.80E+30,-4.82E+31
-1.64E+33,1.30E+17,-3.80E+30,1.05E+17,-1.08E+32,-1.27E+31,-6.34E+30,-2.54E+30,1.76E+17,1.31E+17,1.93E+16,-5.07E+30,-1.27E+31,1.80E+17,1.14E+17,-6.72E+31,7.18E+16,-3.80E+30,-5.07E+30,-1.77E+31,-2.79E+31,3.46E+17,-6.97E+31,-7.61E+30,-6.34E+30,-5.45E+31,-1.14E+31,-1.03E+32,-9.89E+31,-6.34E+30,-1.39E+31,3.20E+17,-1.01E+31,-7.99E+31,1.47E+17,-9.25E+31,-8.87E+31,-3.68E+31,3.51502E+15,1.12E+17,-1.17E+32,1.28E+17,-2.65E+32,1.86E+17,-2.16E+31,-1.14E+31,-5.83E+31,-7.61E+30,-1.27E+30,-1.52E+31
-1.30E+33,-4.44E+31,1.50E+17,-2.41E+31,4.76E+17,-5.07E+31,2.46E+16,5.45002E+15,-1.06E+32,-9.38E+31,-2.54E+31,2.30E+17,-1.15E+32,-4.31E+31,-5.96E+31,1.41E+17,-4.18E+31,1.39E+17,6.04E+16,2.92E+16,1.47E+17,-1.37E+32,-2.03E+31,2.41E+17,1.48E+17,-1.79E+32,-2.03E+31,-1.01E+31,-3.80E+30,3.23E+16,3.34E+16,-1.05E+32,2.67E+17,-2.54E+30,-3.80E+31,-1.27E+30,3.20E+17,-5.07E+30,0,-2.28E+31,-1.27E+31,-4.56E+31,-2.28E+31,-1.25E+32,-1.14E+31,3.64E+16,2.09E+17,-9.63E+31,-3.80E+30,-8.87E+31
-2.10E+33,-6.34E+30,-5.20E+31,-5.07E+30,-2.18E+32,2.67E+17,-1.14E+31,0,-1.27E+30,1.65E+17,-1.27E+30,-4.06E+31,-3.30E+31,-1.01E+31,1.14E+17,-3.17E+31,7.64E+16,-6.21E+31,-2.03E+31,5.04E+16,-3.93E+31,-7.61E+30,-9.76E+31,-3.93E+31,-2.54E+30,-1.90E+31,1.85E+17,-1.08E+32,-5.58E+31,-1.39E+31,-1.14E+31,2.69E+17,-3.93E+31,-6.08E+31,1.67E+17,-8.24E+31,-1.32E+32,-3.80E+30,-2.54E+30,9.21E+16,-9.76E+31,-2.54E+30,-1.08E+32,-7.61E+30,1.50E+17,-1.65E+31,-7.10E+31,-2.92E+31,7.46E+16,2.84E+17
-2.18E+33,2.35E+17,1.17E+17,-1.27E+30,4.55E+17,-1.27E+32,1.41E+16,6.06315E+15,-7.61E+31,-5.20E+31,6.81E+16,2.07E+17,-1.39E+31,2.34E+17,-1.90E+31,-3.80E+30,-1.90E+31,1.26E+17,3.17E+16,-1.27E+30,1.76E+17,-1.56E+32,-1.27E+30,1.94E+17,-1.27E+30,-2.04E+32,-5.58E+31,-3.42E+31,-5.07E+30,3.34E+16,-2.54E+30,-1.84E+32,2.22E+17,-6.34E+30,-6.97E+31,-5.07E+30,-3.80E+30,-1.65E+31,3.40553E+15,-5.20E+31,-2.28E+31,-1.27E+31,-8.37E+31,-2.92E+31,-3.04E+31,3.17E+16,-3.80E+30,-1.65E+31,-3.17E+31,-1.42E+32
-2.06E+33,-7.61E+30,-8.11E+31,-1.77E+31,-1.58E+32,2.71E+17,-5.07E+30,1.18E+16,-1.27E+30,-7.61E+30,-2.54E+30,-8.62E+31,-5.45E+31,-2.03E+31,-6.34E+30,-5.07E+30,-1.27E+30,-9.13E+31,-1.27E+31,5.53E+16,-5.70E+31,-3.55E+31,-1.32E+32,-1.13E+32,-5.20E+31,-5.32E+31,1.42E+17,-5.96E+31,-1.27E+31,-1.77E+31,5.36E+16,3.15E+17,-1.32E+32,-8.87E+30,1.86E+17,-1.27E+31,-1.34E+32,1.63E+17,-3.80E+30,9.53E+16,-4.56E+31,-1.01E+31,-6.34E+30,-7.61E+30,1.10E+17,-1.65E+31,-9.25E+31,-3.93E+31,6.90E+16,-3.80E+30
-2.15E+33,1.21E+17,1.23E+17,8.69E+16,-1.14E+31,-1.23E+32,-1.27E+30,0,2.17E+17,2.05E+17,3.82E+16,1.77E+17,2.61E+17,1.98E+17,1.77E+17,-2.03E+31,8.13E+16,1.50E+17,-1.27E+30,-1.27E+31,1.28E+17,-6.34E+31,-7.61E+30,2.11E+17,1.13E+17,-1.50E+32,-7.35E+31,-7.35E+31,-3.93E+31,-1.27E+30,3.38E+16,-9.13E+31,2.41E+17,-2.66E+31,-4.06E+31,-1.01E+31,-1.39E+31,-5.20E+31,9.30949E+15,-2.54E+31,-4.69E+31,1.37E+17,-2.37E+32,2.53E+17,-6.59E+31,-3.80E+30,-2.41E+31,2.44E+17,-3.55E+31,-1.10E+32
-1.80E+33,-6.97E+31,-3.30E+31,-6.21E+31,-4.18E+31,-6.34E+30,3.50E+16,4.0897E+15,-2.79E+31,-5.07E+30,-1.52E+31,-5.83E+31,-1.09E+32,-8.75E+31,-1.52E+31,1.11E+17,-1.65E+31,-1.77E+31,4.74E+16,5.58E+16,-5.83E+31,-4.82E+31,-1.36E+32,-7.10E+31,-6.21E+31,-9.25E+31,-1.27E+30,-1.01E+31,1.84E+17,-1.27E+30,4.60E+16,-8.87E+30,-1.10E+32,2.60E+17,-5.07E+30,1.92E+17,-7.35E+31,1.95E+17,5.91816E+15,-3.80E+30,-1.27E+30,-3.55E+31,-1.27E+30,-6.85E+31,-1.27E+30,3.40E+16,-5.32E+31,-8.24E+31,-1.27E+30,-7.61E+30
